*,use,folio,nr,geometry,agri_categories,use_all
9529,['Pré'],192,[3.0],"POLYGON ((6.633885425765772 46.53250446408799, 6.633884896280409 46.53248536147311, 6.633779061662267 46.532486857727065, 6.633704220457726 46.53248407990423, 6.632444237892498 46.53242963437848, 6.63152673066864 46.53238828435861, 6.631499915450474 46.53238528495749, 6.63126075166611 46.53237628092832, 6.631212709155524 46.532377624265045, 6.631213506225629 46.53237875339964, 6.631220763772672 46.53238329889456, 6.63124185682752 46.53238794283887, 6.63124991144926 46.532393617466326, 6.631266129780703 46.53239766498797, 6.631268520995341 46.532401052390725, 6.6312807036258 46.53240282426895, 6.631350334257414 46.532427474141194, 6.63138118519892 46.53243274921494, 6.631538980814256 46.53249453871854, 6.631570595340357 46.532503189559854, 6.63158917141756 46.53251287111839, 6.631596487727208 46.532513484887495, 6.631620727251095 46.532525453647516, 6.631627129060194 46.532532801686365, 6.631708573693955 46.53258393673244, 6.631737537076837 46.532606611955984, 6.63185803869894 46.53265858636297, 6.631979605919771 46.53269371627685, 6.63203067778021 46.53270756089373, 6.632135926137846 46.53274538328823, 6.632140708707071 46.532752158056915, 6.63215449401752 46.532755626425896, 6.632176426301463 46.532758590966026, 6.632192619667297 46.53276432337047, 6.632196613530267 46.53276940733737, 6.632198241248608 46.53276941890592, 6.632324641817165 46.53280795318613, 6.632712922720747 46.53291519369316, 6.632725936127526 46.53291584785346, 6.632729292083823 46.532909130914376, 6.632928631465145 46.53269596522227, 6.633206232439912 46.53269288048841, 6.633215492708533 46.53261767423858, 6.633229353389413 46.532616087431045, 6.633961849824424 46.532619599247624, 6.633996820591999 46.53262153243805, 6.634017450807288 46.53293063086373, 6.634278204260863 46.53291113382981, 6.634212160893779 46.53253599097106, 6.634217085830921 46.53253321723065, 6.634247231937065 46.53253118402199, 6.634459756959985 46.53252538795183, 6.634489205352698 46.532789048551386, 6.634497392099938 46.53289527375051, 6.634712485439157 46.53288106943282, 6.635415002153194 46.532820883834006, 6.635416024712944 46.5328068477965, 6.635399159559831 46.53246294900752, 6.633925597397844 46.53248508840325, 6.633923676968061 46.5325047353741, 6.633885425765772 46.53250446408799))",['pre'],Pré
9530,['Champ'],192,[4.0],"POLYGON ((6.632792371257031 46.53293654201694, 6.632956973928038 46.532978717277906, 6.632974031545037 46.532981085319165, 6.633557192193084 46.53295601444728, 6.633970977055719 46.53293591861218, 6.634017450807288 46.53293063086373, 6.633996820591999 46.53262153243805, 6.633961849824424 46.532619599247624, 6.633229353389413 46.532616087431045, 6.633215492708533 46.53261767423858, 6.633206232439912 46.53269288048841, 6.632928631465145 46.53269596522227, 6.632729292083823 46.532909130914376, 6.632725936127526 46.53291584785346, 6.632792371257031 46.53293654201694), (6.632908986379345 46.5328671537496, 6.632905856547115 46.53285870555639, 6.632911595441143 46.53285593765183, 6.632927872652112 46.532856053233836, 6.632927747044916 46.532864478310294, 6.632908986379345 46.5328671537496))",['champ'],Champ
9531,['Champ'],192,[5.0],"POLYGON ((6.634459756959985 46.53252538795183, 6.634247231937065 46.53253118402199, 6.634217085830921 46.53253321723065, 6.634212160893779 46.53253599097106, 6.634278204260863 46.53291113382981, 6.634497392099938 46.53289527375051, 6.634489205352698 46.532789048551386, 6.634459756959985 46.53252538795183))",['champ'],Champ
9533,"['Grange', 'écurie']",192,[7.0],"POLYGON ((6.635129014146449 46.531800440555074, 6.634937005222877 46.531795148556554, 6.634927214026523 46.53179676439618, 6.634921035111376 46.53199332651512, 6.63507320794749 46.5319955277678, 6.635074702020837 46.53200452604625, 6.63508934293309 46.53200519146316, 6.635091926447738 46.53199566033074, 6.635119630678073 46.531993609599915, 6.635129014146449 46.531800440555074))","['ecurie', 'grange']","Grange, écurie"
9537,['Pré'],192,[11.0],"POLYGON ((6.63419654577041 46.5317258639468, 6.634202219313938 46.53112597528143, 6.634585476965601 46.531132623967544, 6.634943447359711 46.53114302436448, 6.635410471808801 46.531154195694334, 6.635415363167835 46.53115366858978, 6.635421243663012 46.531141352134334, 6.635601964635839 46.53092018581729, 6.635922110244469 46.53051800482905, 6.635938328363128 46.5305220516841, 6.635936617289374 46.53052765688959, 6.635449869794271 46.53113200534814, 6.635436514535821 46.53115438005159, 6.635487777808181 46.53115530465953, 6.635490227660859 46.53115476026959, 6.635502038695663 46.531126757318646, 6.635511929914291 46.53111840136547, 6.635531065438355 46.53109045025598, 6.635535334925107 46.5310769989298, 6.635736413245832 46.53080036511602, 6.635742143432478 46.53079815874025, 6.635743871223459 46.53079143019367, 6.635752143028284 46.530782501029634, 6.635925658425009 46.53060790690195, 6.635934046963437 46.53059111431593, 6.635926739206884 46.53058993915401, 6.635930925132898 46.53058210453313, 6.63596977560236 46.530541934743006, 6.635975530777588 46.5305380433393, 6.635981227559655 46.530538083639605, 6.635991974130818 46.53052692504131, 6.636059470463939 46.53042123532762, 6.636102713865041 46.53024965149879, 6.636154182072725 46.530017458871455, 6.636139090845263 46.52966346156014, 6.636050902527071 46.529244348116755, 6.636002514122319 46.52899515894159, 6.63579087097756 46.52823026893102, 6.635772934195087 46.528232388930206, 6.63576588541352 46.52821380192274, 6.635659867272697 46.52822821838708, 6.635619908050637 46.528233552886704, 6.635342534474622 46.52827765134075, 6.635483266233051 46.5294324434229, 6.63554375581393 46.529962584040106, 6.633955208928072 46.5302776948319, 6.633236827635704 46.53042145653448, 6.633164959998079 46.530437798306345, 6.633139681220389 46.53044098923694, 6.633133534207763 46.53052576702015, 6.633150347223162 46.53076293697463, 6.633149273887126 46.530780343024134, 6.633137336140498 46.53081677080854, 6.633163378697413 46.530816955686866, 6.633166583790917 46.5308203488273, 6.633160845125815 46.53082311674501, 6.633135616395938 46.53082293764361, 6.633133980364591 46.530823487760344, 6.63313315816322 46.53082404365462, 6.633026069326906 46.531128303434244, 6.632795857583601 46.53122890375845, 6.632565464389937 46.531505324226984, 6.632470145687658 46.531565875740306, 6.632443012436235 46.53158422008871, 6.632442148322924 46.53158758433678, 6.63289857103025 46.531600375834664, 6.633870038817953 46.53162468393372, 6.633901745207089 46.531627155736174, 6.633892888795079 46.532057940738966, 6.633885066791325 46.53236459048174, 6.633883271808426 46.53237581237435, 6.633717245712623 46.53237463472479, 6.633704220457726 46.53248407990423, 6.633779061662267 46.532486857727065, 6.633884896280409 46.53248536147311, 6.633925597397844 46.53248508840325, 6.635399159559831 46.53246294900752, 6.635363943407751 46.53209420412869, 6.635357457658384 46.53209247301992, 6.635355132989399 46.532084592327486, 6.635349949615476 46.53199524039179, 6.635218097914551 46.53199486859336, 6.635216361669852 46.53200215880351, 6.635211445182249 46.532004370915345, 6.635200881858665 46.53200317265606, 6.635199387764367 46.531994174379285, 6.635187196747427 46.531992964593194, 6.635119630678073 46.531993609599915, 6.635091926447738 46.53199566033074, 6.63508934293309 46.53200519146316, 6.635074702020837 46.53200452604625, 6.63507320794749 46.5319955277678, 6.634921035111376 46.53199332651512, 6.634927214026523 46.53179676439618, 6.634820107468878 46.5318291478119, 6.634816776901235 46.53183417979727, 6.634795641984191 46.53183234487626, 6.634794273276196 46.53181492151512, 6.634705539096939 46.53181597803806, 6.634702439078332 46.5317507952633, 6.634799328300277 46.53174867305557, 6.634805847407176 46.53174815750855, 6.634806828334014 46.53173692983547, 6.634652189637128 46.53173639594162, 6.634259983779399 46.53172912234493, 6.63419654577041 46.5317258639468), (6.635748093399121 46.530507224146056, 6.635744650087466 46.530465069949145, 6.635735128049787 46.529955512469854, 6.636053108985722 46.52991787929321, 6.636045356781231 46.5301110599453, 6.636033030210413 46.53028342418809, 6.636032888410242 46.53029297261311, 6.636027955428831 46.530296308104546, 6.635896721462928 46.530309422979876, 6.635874061156839 46.53051991180911, 6.635748093399121 46.530507224146056))",['pre'],Pré
9538,['Champ'],192,[12.0],"POLYGON ((6.633901745207089 46.531627155736174, 6.633870038817953 46.53162468393372, 6.63289857103025 46.531600375834664, 6.632442148322924 46.53158758433678, 6.63241919318529 46.531598655859106, 6.632120885295532 46.53178977143752, 6.631754538338551 46.531849519023694, 6.631747968874931 46.53185340442588, 6.631742104238204 46.53186459734738, 6.631617545346742 46.53213895985713, 6.631499915450474 46.53238528495749, 6.63152673066864 46.53238828435861, 6.632444237892498 46.53242963437848, 6.633704220457726 46.53248407990423, 6.633717245712623 46.53237463472479, 6.633883271808426 46.53237581237435, 6.633885066791325 46.53236459048174, 6.633892888795079 46.532057940738966, 6.633901745207089 46.531627155736174))",['champ'],Champ
9539,['Champ'],192,[13.0],"POLYGON ((6.634038265351514 46.528689707912115, 6.634005824518085 46.52890068880376, 6.633901777013126 46.52911060009272, 6.633647004681825 46.52927618870286, 6.633368661562041 46.529603388073404, 6.633352096471947 46.529731906967626, 6.633291417872802 46.52987134737691, 6.633278729101619 46.530012813593856, 6.633150357740127 46.53032534838859, 6.633139681220389 46.53044098923694, 6.633164959998079 46.530437798306345, 6.633236827635704 46.53042145653448, 6.633955208928072 46.5302776948319, 6.63554375581393 46.529962584040106, 6.635483266233051 46.5294324434229, 6.635342534474622 46.52827765134075, 6.634494990735037 46.528407024691234, 6.634389794028956 46.52842088406591, 6.634316675588913 46.52852147736635, 6.634309301276523 46.528524795476116, 6.634296105009829 46.52853649828062, 6.634212312023608 46.52858870695316, 6.634056361221234 46.52867691641961, 6.634038265351514 46.528689707912115))",['champ'],Champ
9540,['Champ'],192,[14.0],"POLYGON ((6.635748093399121 46.530507224146056, 6.635874061156839 46.53051991180911, 6.635896721462928 46.530309422979876, 6.636027955428831 46.530296308104546, 6.636032888410242 46.53029297261311, 6.636033030210413 46.53028342418809, 6.636045356781231 46.5301110599453, 6.636053108985722 46.52991787929321, 6.635735128049787 46.529955512469854, 6.635744650087466 46.530465069949145, 6.635748093399121 46.530507224146056))",['champ'],Champ
9546,['Etable à porcs'],192,[21.0],"POLYGON ((6.634810685204588 46.53169651251855, 6.634808464375968 46.53173637969469, 6.634873580242693 46.531736279249685, 6.634873359493388 46.531696394776986, 6.634810685204588 46.53169651251855))",['etable'],Etable à porcs
9548,['Pré'],192,[23.0],"POLYGON ((6.63419654577041 46.5317258639468, 6.634259983779399 46.53172912234493, 6.634652189637128 46.53173639594162, 6.634646616428476 46.53156390499402, 6.634777703360552 46.53156090165838, 6.634818628520806 46.53127190006288, 6.634939051329413 46.53127443830851, 6.634941618130327 46.53126603052306, 6.634943129959773 46.531164367898924, 6.634943447359711 46.53114302436448, 6.634585476965601 46.531132623967544, 6.634202219313938 46.53112597528143, 6.63419654577041 46.5317258639468))",['pre'],Pré
9549,['Champ (pépinière)'],192,[25.0],"POLYGON ((6.635647297236097 46.52819779594189, 6.635652121567037 46.52820176220379, 6.635659867272697 46.52822821838708, 6.63576588541352 46.52821380192274, 6.635783016742563 46.52821111449398, 6.635729743849728 46.52801694026347, 6.635706970073803 46.527961167712924, 6.635682426916239 46.527914932064746, 6.635631479497339 46.52783817605155, 6.63555858508654 46.527759579475735, 6.635500768834041 46.52770692922169, 6.635413815118091 46.527643399767655, 6.635358164998789 46.52760930190341, 6.635348441355421 46.52760642440293, 6.634463851244027 46.52787428276888, 6.634378002553404 46.52790063734855, 6.634366525965775 46.52790617330683, 6.634422356294205 46.52831101555626, 6.634389794028956 46.52842088406591, 6.634494990735037 46.528407024691234, 6.635342534474622 46.52827765134075, 6.635619908050637 46.528233552886704, 6.635608932235899 46.52820538864518, 6.635629335423593 46.52820160093468, 6.635647297236097 46.52819779594189))",['champ'],Champ (pépinière)
9550,['Pré'],192,[26.0],"POLYGON ((6.634270551797959 46.52779258494439, 6.634263052194437 46.52780432813136, 6.634243507567471 46.52785980095944, 6.634216951029079 46.52794892794532, 6.634358379745001 46.527906677291135, 6.634366525965775 46.52790617330683, 6.634378002553404 46.52790063734855, 6.634463851244027 46.52787428276888, 6.635348441355421 46.52760642440293, 6.635342845057703 46.52759964400585, 6.635311374713949 46.52758144578672, 6.635246773132395 46.52754728448576, 6.635228148010803 46.52754097355536, 6.635222418148088 46.52754317990561, 6.635143068421772 46.52751565488259, 6.635058677429376 46.52749876699077, 6.634970117368484 46.527488590278985, 6.634965226336389 46.52748911736444, 6.634861842859768 46.52749063192037, 6.634751773701582 46.52750389536749, 6.63460576446115 46.527525891717, 6.634533145795944 46.52753829688521, 6.634467734127572 46.52755861732764, 6.634420930733426 46.52758637214218, 6.634411937349442 46.52758911705006, 6.634407776507913 46.5275952666001, 6.634350965278484 46.52763924065242, 6.634331075091576 46.527663254094655, 6.634322703226569 46.52767892322063, 6.634297261608903 46.52774783580291, 6.634283427283133 46.52774773772508, 6.634269032897343 46.52778527166954, 6.634270551797959 46.52779258494439))",['pre'],Pré
9552,['Champ (carrière)'],192,[27.0],"POLYGON ((6.634181967011064 46.52827616922568, 6.634158394969144 46.528328804827645, 6.634118856361965 46.52836054315238, 6.634059703049766 46.52839775968227, 6.634058033655551 46.52840055650024, 6.634058016932759 46.52840167984416, 6.634157436366867 46.52844788505676, 6.634309301276523 46.528524795476116, 6.634316675588913 46.52852147736635, 6.634389794028956 46.52842088406591, 6.634422356294205 46.52831101555626, 6.634366525965775 46.52790617330683, 6.634358379745001 46.527906677291135, 6.634216951029079 46.52794892794532, 6.634160724656565 46.52811761039279, 6.634181967011064 46.52827616922568))",['champ'],Champ (carrière)
9553,['Pré'],193,[5.0],,['pre'],Pré
9554,"['grange', 'écurie']",193,[6.0],,"['ecurie', 'grange']","Logement, grange, écurie"
9555,['Ecurie'],193,[7.0],,['ecurie'],"Ecurie, remise, bûcher"
9562,"['Ecurie', 'fenil']",193,[14.0],,"['ecurie', 'fenil']","Ecurie, fenil"
9565,['écurie des veaux et moutons et bocks'],193,[17.0],"POLYGON ((6.631853237186901 46.52996777587891, 6.631839534881602 46.53000564545696, 6.631837050810278 46.530007044472875, 6.631837046581059 46.530007327778705, 6.631792829274969 46.53013678119466, 6.631941108974445 46.53015908572589, 6.631941929951857 46.5301590915629, 6.631960363254704 46.5301068054782, 6.63195422284449 46.53010562847829, 6.631958975016797 46.5300897954546, 6.63196594485881 46.53009041167948, 6.631966765835183 46.5300904175163, 6.631967586811564 46.53009042335309, 6.632002718311982 46.52999207222719, 6.631858577750276 46.52996753051755, 6.631853237186901 46.52996777587891))",['ecurie'],"Parcs, écurie des veaux et moutons et bocks"
9566,['Creux à fumier'],193,[18.0],"POLYGON ((6.632012015076701 46.529946804577115, 6.631984605466778 46.52994037632302, 6.631975164264624 46.52994030920076, 6.631948541807318 46.52993615322138, 6.631915305045526 46.52993506690266, 6.631898445476044 46.529936930379854, 6.631879969331206 46.52993708234475, 6.631873371935719 46.529939018785825, 6.631866842204698 46.52993642233319, 6.631859051409632 46.52993580026465, 6.63183713962388 46.53000109505048, 6.631837050810278 46.530007044472875, 6.631839534881602 46.53000564545696, 6.631853237186901 46.52996777587891, 6.631858577750276 46.52996753051755, 6.632002718311982 46.52999207222719, 6.631967586811564 46.53009042335309, 6.631990536094357 46.530093136533914, 6.632025604131352 46.52999903498851, 6.632019455275421 46.529998424603704, 6.632012074957162 46.52999780546389, 6.632012015076701 46.529946804577115))",['place_a_fumier'],"Creux à fumier, remise"
9567,['Ecurie pour boeufs'],193,[19.0],"POLYGON ((6.632092792084115 46.52984646538529, 6.632080949080092 46.52984411971985, 6.632077702263099 46.52984211784559, 6.632048286875343 46.52983710309584, 6.632045002094364 46.52983764511422, 6.632040518213207 46.529836199814305, 6.631944503428031 46.52982025222518, 6.631918990004649 46.52988310954271, 6.631914252977788 46.5298986235276, 6.631977981448496 46.52990981864826, 6.632005357588467 46.52991425354878, 6.632012286081098 46.529916564283766, 6.632016381517317 46.52991659339907, 6.632017990161956 46.529918583628984, 6.632044543003881 46.52992329535182, 6.632062537615677 46.529925119381936, 6.632083790950115 46.529873256458245, 6.632092792084115 46.52984646538529))",['ecurie'],Ecurie pour boeufs
